,accommodates,review_scores_rating,bedrooms,bathrooms,beds,price,geometry,X,Y
328,3,96.0,2.0,1.0,2.0,53.0,POINT (1494401.991130181 6898177.386171043),1494401.9911301814,6898177.386171043
330,4,93.0,3.0,1.0,3.0,75.0,POINT (1493950.83747582 6898936.144716949),1493950.8374758195,6898936.144716949
331,1,89.0,1.0,1.0,1.0,30.0,POINT (1493788.872332784 6899568.653996849),1493788.8723327836,6899568.6539968485
332,2,100.0,0.0,1.0,1.0,70.0,POINT (1493589.611319089 6899387.418284875),1493589.611319089,6899387.418284875
333,4,95.0,2.0,1.0,2.0,90.0,POINT (1494471.299293843 6899181.732152645),1494471.2992938429,6899181.732152645
334,3,100.0,1.0,1.0,1.0,55.0,POINT (1493385.573811801 6899284.766565581),1493385.5738118014,6899284.766565581
336,2,94.0,1.0,1.0,1.0,35.0,POINT (1494246.250086001 6898981.660349971),1494246.2500860014,6898981.660349971
337,2,93.0,1.0,1.0,1.0,30.0,POINT (1494455.703545457 6898708.887287599),1494455.7035454568,6898708.887287599
338,5,94.0,2.0,1.0,6.0,70.0,POINT (1493291.877830241 6899396.947801166),1493291.8778302406,6899396.947801166
340,3,80.0,1.0,1.0,2.0,35.0,POINT (1494269.152866598 6898601.929257307),1494269.1528665982,6898601.929257307
342,3,70.0,1.0,1.0,2.0,60.0,POINT (1494198.523514419 6898770.797953333),1494198.5235144186,6898770.797953333
343,2,100.0,1.0,1.0,1.0,65.0,POINT (1493521.793134175 6899308.938130794),1493521.7931341748,6899308.938130794
344,4,60.0,0.0,1.0,1.0,60.0,POINT (1493798.12665742 6899163.109296355),1493798.1266574203,6899163.109296355
345,2,93.0,1.0,1.0,1.0,39.0,POINT (1493209.548099677 6898931.83867874),1493209.548099677,6898931.83867874
346,2,80.0,1.0,1.0,1.0,60.0,POINT (1493249.621310532 6899969.873831882),1493249.621310532,6899969.873831882
347,2,91.0,1.0,1.0,1.0,39.0,POINT (1493641.236625412 6899164.628642963),1493641.2366254115,6899164.628642963
349,2,95.0,1.0,1.0,1.0,60.0,POINT (1493639.011370393 6899242.822448773),1493639.0113703927,6899242.822448773
350,2,90.0,1.0,1.0,1.0,33.0,POINT (1493094.894785183 6898890.461290988),1493094.8947851832,6898890.461290988
351,6,93.0,3.0,1.0,3.0,220.0,POINT (1493514.196795203 6898586.008662412),1493514.196795203,6898586.008662412
352,2,98.0,1.0,1.0,1.0,26.0,POINT (1493938.85131601 6899487.873311087),1493938.8513160099,6899487.873311087
353,4,100.0,1.0,1.0,2.0,35.0,POINT (1493427.035544298 6898771.01013561),1493427.035544298,6898771.01013561
354,8,90.0,2.0,2.0,8.0,200.0,POINT (1494060.800172533 6899103.113296724),1494060.800172533,6899103.113296724
355,2,100.0,1.0,1.0,1.0,59.0,POINT (1493498.516205394 6898996.577758285),1493498.5162053942,6898996.577758285
357,2,94.0,1.0,1.0,1.0,45.0,POINT (1493820.468336981 6898998.787836775),1493820.4683369806,6898998.787836775
358,2,100.0,1.0,1.5,1.0,19.0,POINT (1493356.264062439 6899566.430189265),1493356.2640624389,6899566.430189265
359,3,80.0,3.0,1.0,4.0,120.0,POINT (1493976.185992056 6898888.88070529),1493976.1859920558,6898888.8807052905
360,2,91.0,1.0,1.0,1.0,40.0,POINT (1494143.540072363 6898260.859019324),1494143.5400723629,6898260.859019324
363,3,92.0,0.0,1.0,2.0,62.0,POINT (1493552.567099537 6898608.455547894),1493552.5670995372,6898608.455547894
364,2,100.0,1.0,1.0,1.0,64.0,POINT (1493582.813099837 6898918.932729274),1493582.813099837,6898918.932729274
365,7,89.0,2.0,1.5,3.0,240.0,POINT (1494030.700509798 6898364.709034767),1494030.700509798,6898364.709034767
367,2,95.0,1.0,1.0,1.0,55.0,POINT (1493396.003956475 6898665.800794484),1493396.0039564748,6898665.800794484
368,2,100.0,1.0,1.0,1.0,49.0,POINT (1494190.63395632 6898764.606198421),1494190.6339563201,6898764.606198421
369,2,100.0,1.0,1.0,1.0,35.0,POINT (1494239.212911852 6898895.615935006),1494239.2129118522,6898895.615935006
370,2,100.0,1.0,1.0,1.0,35.0,POINT (1493900.549334805 6898296.817118203),1493900.5493348048,6898296.817118203
371,3,95.0,1.0,1.0,1.0,74.0,POINT (1493570.112621387 6899154.770752599),1493570.1126213875,6899154.7707525985
372,4,97.0,2.0,1.0,4.0,140.0,POINT (1493566.779807817 6898773.695161837),1493566.7798078174,6898773.695161837
373,2,97.0,1.0,1.0,1.0,40.0,POINT (1493326.740588404 6899485.909168879),1493326.7405884038,6899485.909168879
374,2,94.0,1.0,0.5,1.0,28.0,POINT (1494122.604766163 6898380.886206637),1494122.6047661626,6898380.886206637
375,2,91.0,1.0,1.0,1.0,50.0,POINT (1493263.517188632 6899763.32894687),1493263.517188632,6899763.32894687
376,2,81.0,1.0,1.0,1.0,28.0,POINT (1493956.147238399 6898424.853421174),1493956.1472383987,6898424.853421174
377,2,100.0,1.0,1.0,1.0,30.0,POINT (1494191.320745762 6899101.117891098),1494191.3207457622,6899101.117891098
378,2,97.0,1.0,1.0,1.0,39.0,POINT (1493461.513340292 6899809.521464558),1493461.5133402918,6899809.521464558
380,2,90.0,1.0,1.0,1.0,74.0,POINT (1494054.277853009 6898622.206444075),1494054.2778530086,6898622.206444075
381,3,100.0,1.0,1.0,1.0,30.0,POINT (1493635.518982067 6899377.888130202),1493635.5189820675,6899377.888130202
383,2,96.0,1.0,1.0,1.0,60.0,POINT (1493411.040713278 6898759.184908793),1493411.0407132776,6898759.184908793
385,2,100.0,1.0,1.0,1.0,120.0,POINT (1493677.578628835 6899002.020201012),1493677.578628835,6899002.0202010125
386,3,85.0,1.0,1.0,2.0,21.0,POINT (1493415.358335633 6899538.7081617),1493415.3583356326,6899538.7081617
388,2,88.0,1.0,1.0,1.0,52.0,POINT (1493713.180999865 6899667.488450157),1493713.1809998648,6899667.4884501565
389,2,92.0,0.0,1.0,2.0,49.0,POINT (1493898.941204099 6899176.582991267),1493898.941204099,6899176.582991267
390,6,95.0,3.0,1.5,4.0,160.0,POINT (1494005.902732855 6898904.750331218),1494005.9027328552,6898904.750331218
391,4,93.0,2.0,1.0,3.0,89.0,POINT (1493287.34239443 6899480.446519054),1493287.3423944297,6899480.446519054
392,2,93.0,1.0,1.0,2.0,45.0,POINT (1493327.646770836 6899818.881654989),1493327.6467708356,6899818.881654989
394,4,90.0,1.0,1.0,4.0,70.0,POINT (1493926.786533762 6899174.693818269),1493926.786533762,6899174.693818269
395,2,98.0,1.0,1.0,1.0,100.0,POINT (1493802.420678494 6899574.705783376),1493802.4206784938,6899574.705783376
397,3,96.0,1.0,2.0,2.0,96.0,POINT (1493669.063836176 6899498.05310346),1493669.063836176,6899498.05310346
399,4,97.0,3.0,1.0,3.0,75.0,POINT (1494300.171993023 6899092.22751505),1494300.1719930226,6899092.22751505
400,2,89.0,1.0,1.0,1.0,46.0,POINT (1493530.975981133 6899053.519280401),1493530.9759811328,6899053.519280401
401,6,96.0,3.0,1.0,3.0,120.0,POINT (1494421.563415204 6898764.087863781),1494421.5634152042,6898764.087863781
402,2,93.0,1.0,1.0,1.0,105.0,POINT (1493997.271641772 6899068.590027557),1493997.2716417722,6899068.590027557
403,2,80.0,2.0,1.0,2.0,100.0,POINT (1493703.511207919 6898990.160809658),1493703.5112079186,6898990.160809658
404,2,97.0,1.0,1.5,1.0,35.0,POINT (1493925.021104156 6899484.288397502),1493925.0211041556,6899484.288397502
405,2,98.0,1.0,1.0,1.0,65.0,POINT (1493549.448163293 6899525.473286726),1493549.4481632926,6899525.473286726
406,2,100.0,1.0,1.0,1.0,50.0,POINT (1494432.376372279 6898775.967509805),1494432.3763722791,6898775.967509805
407,2,88.0,1.0,1.0,1.0,22.0,POINT (1493920.285525043 6898469.462918052),1493920.285525043,6898469.4629180515
408,2,95.0,2.0,1.0,2.0,50.0,POINT (1494247.76299534 6898442.82943845),1494247.76299534,6898442.82943845
409,1,100.0,1.0,1.5,1.0,28.0,POINT (1493316.415322291 6898741.535083516),1493316.415322291,6898741.535083516
410,3,100.0,0.0,1.0,1.0,60.0,POINT (1493743.016461729 6898682.917901149),1493743.0164617293,6898682.917901149
412,8,96.0,3.0,1.5,4.0,179.0,POINT (1493608.598732178 6898679.475211612),1493608.5987321776,6898679.475211612
413,2,88.0,1.0,1.0,1.0,37.0,POINT (1493990.561417456 6899092.922809958),1493990.561417456,6899092.9228099575
414,4,91.0,2.0,1.0,2.0,100.0,POINT (1493265.094314358 6899322.481521348),1493265.094314358,6899322.4815213485
415,2,99.0,1.0,1.0,1.0,59.0,POINT (1493413.826613397 6898432.706626937),1493413.826613397,6898432.706626937
416,2,97.0,1.0,1.0,1.0,25.0,POINT (1493210.944778571 6899295.345468936),1493210.9447785707,6899295.345468936
417,4,100.0,2.0,1.0,4.0,80.0,POINT (1493259.38136836 6899046.307598103),1493259.3813683602,6899046.307598103
419,2,85.0,1.0,1.0,1.0,45.0,POINT (1494028.295050556 6898550.458678731),1494028.295050556,6898550.458678731
420,2,95.0,1.0,1.0,2.0,40.0,POINT (1493478.397273232 6899806.356642194),1493478.3972732318,6899806.356642194
421,2,94.0,1.0,1.0,1.0,45.0,POINT (1493608.447322424 6899199.458397713),1493608.447322424,6899199.4583977135
422,2,88.0,1.0,1.0,1.0,90.0,POINT (1493589.759252959 6898833.301965179),1493589.7592529587,6898833.301965179
423,2,90.0,1.0,1.0,1.0,39.0,POINT (1493301.7396636 6898984.205621677),1493301.7396635998,6898984.2056216765
424,4,94.0,1.0,1.0,2.0,100.0,POINT (1494261.012856172 6898275.807129466),1494261.0128561722,6898275.807129466
425,1,95.0,1.0,1.0,1.0,32.0,POINT (1493215.476502809 6899397.384431148),1493215.4765028087,6899397.384431148
426,4,93.0,2.0,1.0,2.0,95.0,POINT (1494181.821218736 6899033.403663507),1494181.8212187355,6899033.403663507
427,2,97.0,1.0,1.0,1.0,32.0,POINT (1493949.811380352 6899020.716345984),1493949.8113803517,6899020.7163459845
428,2,100.0,1.0,1.0,1.0,55.0,POINT (1493765.564611268 6899520.67893622),1493765.5646112685,6899520.67893622
430,3,85.0,1.0,1.0,2.0,40.0,POINT (1494234.641601833 6898482.385853782),1494234.641601833,6898482.385853782
431,2,96.0,1.0,1.0,1.0,80.0,POINT (1493317.629868321 6898680.436638236),1493317.6298683211,6898680.436638236
434,3,89.0,2.0,1.0,2.0,95.0,POINT (1493847.483074885 6899286.272075277),1493847.4830748849,6899286.272075277
435,2,100.0,1.0,1.0,1.0,60.0,POINT (1494024.804662801 6898492.816054469),1494024.8046628013,6898492.816054469
436,2,80.0,1.0,1.0,1.0,42.0,POINT (1494325.379328921 6898992.482465404),1494325.3793289212,6898992.482465404
437,4,99.0,2.0,1.5,2.0,125.0,POINT (1493466.512603333 6898449.47953902),1493466.5126033335,6898449.47953902
438,4,93.0,1.0,1.0,1.0,79.0,POINT (1494208.76783352 6898761.692347259),1494208.7678335197,6898761.692347259
440,2,96.0,1.0,1.5,1.0,55.0,POINT (1493436.952611257 6899404.974004453),1493436.9526112573,6899404.974004453
443,2,99.0,1.0,1.0,1.0,35.0,POINT (1493404.836425399 6898869.6643638),1493404.8364253992,6898869.6643638
444,2,88.0,1.0,1.0,2.0,70.0,POINT (1494417.929719361 6898215.461253673),1494417.929719361,6898215.461253673
447,4,100.0,2.0,1.0,2.0,158.0,POINT (1493854.776801793 6899057.598429219),1493854.776801793,6899057.598429219
448,2,96.0,1.0,1.0,1.0,58.0,POINT (1493631.10884866 6899046.467862187),1493631.1088486603,6899046.467862187
449,4,98.0,2.0,1.0,2.0,68.0,POINT (1493464.756985185 6898492.280286694),1493464.756985185,6898492.280286694
450,3,93.0,1.0,1.0,2.0,75.0,POINT (1493190.973260941 6899493.601186189),1493190.9732609405,6899493.601186189
451,6,100.0,3.0,2.0,4.0,158.0,POINT (1493714.606932744 6899827.60542187),1493714.6069327444,6899827.60542187
452,4,94.0,2.0,1.0,2.0,75.0,POINT (1493789.136856926 6899354.351236849),1493789.1368569257,6899354.351236849
453,2,96.0,1.0,1.0,1.0,40.0,POINT (1493769.081008684 6899792.028906885),1493769.0810086844,6899792.028906885
454,4,83.0,1.0,1.0,2.0,45.0,POINT (1493346.996296222 6899778.51463367),1493346.9962962216,6899778.5146336695
455,2,93.0,1.0,1.0,1.0,22.0,POINT (1493850.716887986 6898622.74632831),1493850.7168879858,6898622.74632831
457,2,92.0,1.0,1.0,1.0,38.0,POINT (1494161.631799982 6898527.192841416),1494161.6317999817,6898527.192841416
459,2,96.0,1.0,1.0,1.0,49.0,POINT (1494259.291699482 6898918.263067187),1494259.2916994821,6898918.263067187
460,2,98.0,1.0,1.0,1.0,66.0,POINT (1493800.158130538 6899272.56265749),1493800.1581305377,6899272.56265749
461,3,94.0,1.0,1.0,2.0,59.0,POINT (1493879.195369852 6898903.606609382),1493879.195369852,6898903.606609382
462,2,80.0,1.0,1.0,1.0,35.0,POINT (1494118.048730466 6898630.068199468),1494118.0487304658,6898630.068199468
463,4,95.0,2.0,1.0,2.0,78.0,POINT (1493629.194964235 6899258.117188959),1493629.194964235,6899258.117188959
465,2,100.0,1.0,2.0,1.0,160.0,POINT (1493590.183822705 6898812.053115041),1493590.1838227047,6898812.053115041
467,3,98.0,1.0,1.0,1.0,76.0,POINT (1493419.481047016 6899197.153061599),1493419.481047016,6899197.1530615995
469,2,92.0,1.0,1.0,2.0,50.0,POINT (1494239.830496004 6899067.336903096),1494239.8304960039,6899067.336903096
470,4,93.0,1.0,1.0,1.0,88.0,POINT (1493870.58618355 6898384.18952236),1493870.5861835503,6898384.18952236
471,5,100.0,2.0,1.0,2.0,100.0,POINT (1493836.173773272 6898647.849597072),1493836.173773272,6898647.849597072
472,2,100.0,1.0,2.0,1.0,37.0,POINT (1494546.816404559 6899006.54782127),1494546.816404559,6899006.54782127
7798,2,96.0,1.0,1.0,1.0,29.0,POINT (1492997.346486395 6900813.282944111),1492997.3464863948,6900813.282944111
7801,3,100.0,1.0,1.0,2.0,95.0,POINT (1491663.862679326 6900854.310963058),1491663.8626793257,6900854.310963058
7802,2,90.0,1.0,1.0,1.0,45.0,POINT (1492546.691904662 6900980.167824672),1492546.6919046622,6900980.167824672
7803,4,100.0,2.0,1.0,2.0,90.0,POINT (1492807.756023163 6900826.922155023),1492807.7560231625,6900826.922155023
7805,3,89.0,2.0,1.0,2.0,50.0,POINT (1491884.481733925 6900618.113864154),1491884.4817339254,6900618.113864154
7806,2,100.0,1.0,1.0,1.0,50.0,POINT (1492969.032933266 6900791.872966599),1492969.0329332657,6900791.872966599
7807,3,98.0,1.0,1.0,1.0,95.0,POINT (1491922.254882179 6901038.730333341),1491922.254882179,6901038.730333341
7810,3,93.0,2.0,1.0,2.0,70.0,POINT (1491973.135339563 6900929.876339331),1491973.1353395628,6900929.876339331
7811,2,90.0,1.0,1.0,1.0,35.0,POINT (1492913.566688714 6900855.455920616),1492913.5666887143,6900855.455920616
7812,4,90.0,2.0,1.0,2.0,120.0,POINT (1492338.112168754 6900910.135038069),1492338.1121687538,6900910.135038069
7813,1,100.0,1.0,1.0,1.0,45.0,POINT (1492903.749698891 6900854.266262369),1492903.7496988906,6900854.266262369
7814,2,100.0,0.0,1.0,1.0,30.0,POINT (1491948.629192059 6900509.858640563),1491948.629192059,6900509.858640563
7815,3,93.0,1.0,1.0,2.0,50.0,POINT (1491891.852272434 6900677.462327586),1491891.8522724337,6900677.462327586
7816,4,95.0,1.0,1.0,2.0,60.0,POINT (1491628.618400537 6900790.100335953),1491628.6184005367,6900790.100335953
7817,5,91.0,2.0,1.0,3.0,120.0,POINT (1492599.044709033 6900819.747060682),1492599.0447090329,6900819.747060682
7818,2,100.0,1.0,1.0,1.0,39.0,POINT (1492604.572030265 6901044.061474365),1492604.5720302653,6901044.061474365
7819,2,80.0,1.0,1.0,1.0,30.0,POINT (1491874.06759078 6900783.60484485),1491874.0675907803,6900783.6048448505
7822,4,88.0,1.0,1.0,2.0,40.0,POINT (1492806.292375632 6900585.214470016),1492806.2923756319,6900585.214470016
7825,12,93.0,4.0,1.0,11.0,222.0,POINT (1492416.047978341 6900606.60943683),1492416.0479783409,6900606.60943683
7826,3,83.0,1.0,1.0,2.0,50.0,POINT (1491863.07820836 6900755.51511725),1491863.07820836,6900755.51511725
7828,5,94.0,2.0,1.0,3.0,64.0,POINT (1492430.221241069 6900413.834023385),1492430.2212410695,6900413.834023385
7830,4,100.0,1.0,1.0,2.0,150.0,POINT (1492978.733982111 6900429.209609602),1492978.7339821106,6900429.209609602
7831,12,63.0,3.0,2.0,12.0,220.0,POINT (1492499.027211921 6900568.962516777),1492499.0272119213,6900568.962516777
7833,4,60.0,1.0,1.0,4.0,66.0,POINT (1492729.110260331 6900551.105994819),1492729.1102603313,6900551.105994819
7834,5,87.0,1.0,1.0,5.0,90.0,POINT (1493178.7266951 6900431.784707668),1493178.7266950996,6900431.784707668
7835,4,40.0,1.0,1.0,4.0,78.0,POINT (1492624.238970401 6900464.60011556),1492624.2389704012,6900464.60011556
7836,4,90.0,1.0,1.0,1.0,135.0,POINT (1493060.285541547 6900389.7219282),1493060.2855415472,6900389.7219282
7837,10,45.0,3.0,1.5,5.0,222.0,POINT (1492639.422298419 6900827.409308822),1492639.4222984188,6900827.409308822
7838,6,35.0,2.0,2.0,6.0,88.0,POINT (1492526.302194308 6900846.574340858),1492526.3021943076,6900846.574340858
7840,4,100.0,2.0,1.0,1.0,50.0,POINT (1492011.925767828 6899479.13701015),1492011.9257678275,6899479.13701015
7845,4,96.0,1.0,1.0,2.0,67.0,POINT (1493007.486151039 6900694.325714661),1493007.4861510394,6900694.325714661
7847,2,91.0,1.0,1.0,1.0,42.0,POINT (1492204.627254496 6900898.118266801),1492204.6272544963,6900898.118266801
7848,2,87.0,1.0,1.0,1.0,50.0,POINT (1492648.078713569 6900192.329210552),1492648.0787135686,6900192.329210552
7851,5,90.0,1.0,1.0,3.0,85.0,POINT (1492588.827489122 6899875.502670871),1492588.8274891223,6899875.502670871
7852,5,98.0,3.0,2.0,3.0,168.0,POINT (1492037.43966591 6899824.512835378),1492037.43966591,6899824.512835378
7853,4,68.0,0.0,1.0,4.0,88.0,POINT (1492617.161854943 6900596.417909201),1492617.1618549428,6900596.417909201
7854,2,90.0,1.0,1.0,1.0,49.0,POINT (1493333.596968424 6901127.848572154),1493333.596968424,6901127.848572154
7855,3,87.0,1.0,1.0,2.0,34.0,POINT (1492854.745339345 6899666.296118659),1492854.745339345,6899666.296118659
7856,3,92.0,1.0,1.0,1.0,65.0,POINT (1492151.135910798 6899815.399526083),1492151.1359107983,6899815.399526083
7857,2,98.0,1.0,1.0,1.0,42.0,POINT (1492564.240208582 6899404.588887912),1492564.240208582,6899404.588887912
7858,4,95.0,1.0,1.0,2.0,70.0,POINT (1492289.495133316 6899728.247975308),1492289.495133316,6899728.247975308
7860,2,80.0,2.0,1.0,1.0,40.0,POINT (1491698.960657238 6900567.143915116),1491698.9606572383,6900567.143915116
7862,1,98.0,1.0,1.0,1.0,38.0,POINT (1492914.976185143 6901110.156758668),1492914.9761851435,6901110.156758668
7863,2,100.0,1.0,1.0,1.0,150.0,POINT (1491873.476632945 6900059.683264747),1491873.476632945,6900059.683264747
7865,2,99.0,1.0,1.0,1.0,109.0,POINT (1493243.821858117 6900950.330611613),1493243.8218581167,6900950.330611613
7866,2,97.0,1.0,1.0,1.0,40.0,POINT (1493073.072255019 6898979.458281943),1493073.0722550193,6898979.458281943
7867,2,100.0,1.0,1.0,1.0,39.0,POINT (1493248.871749394 6900926.848532736),1493248.8717493936,6900926.848532736
7868,4,70.0,1.0,1.0,2.0,35.0,POINT (1492645.149489663 6900175.195607562),1492645.149489663,6900175.195607562
7869,2,98.0,1.0,1.0,1.0,50.0,POINT (1491874.591662429 6900469.550061972),1491874.5916624288,6900469.550061972
7870,2,99.0,1.0,1.0,1.0,75.0,POINT (1492805.802428784 6900184.753932131),1492805.8024287838,6900184.7539321305
7872,2,88.0,1.0,1.0,1.0,35.0,POINT (1492885.260327585 6899528.034980443),1492885.260327585,6899528.034980443
7873,2,95.0,1.0,1.0,1.0,40.0,POINT (1493007.675671728 6900482.821884634),1493007.6756717283,6900482.821884634
7874,2,95.0,1.0,1.0,1.0,40.0,POINT (1493262.022650989 6901109.108541233),1493262.0226509892,6901109.108541233
7875,2,100.0,1.0,1.0,1.0,25.0,POINT (1493034.12754131 6899379.915659343),1493034.12754131,6899379.915659343
7876,4,87.0,2.0,1.0,2.0,45.0,POINT (1493213.996070101 6901104.228029398),1493213.9960701007,6901104.228029398
7877,2,92.0,0.0,1.0,1.0,34.0,POINT (1491685.014755653 6900897.617361698),1491685.0147556535,6900897.617361698
7878,1,100.0,1.0,1.0,1.0,45.0,POINT (1493084.928601124 6900406.513282271),1493084.9286011236,6900406.513282271
7879,2,100.0,1.0,1.0,1.0,70.0,POINT (1492942.160213207 6899893.931854363),1492942.1602132067,6899893.931854363
7881,2,93.0,1.0,1.0,1.0,28.0,POINT (1492809.91810361 6898636.866753782),1492809.91810361,6898636.866753782
7882,4,80.0,2.0,1.0,4.0,60.0,POINT (1492438.330893028 6900885.376485568),1492438.330893028,6900885.376485568
7885,4,95.0,3.0,1.0,4.0,200.0,POINT (1492036.988617118 6898784.538622951),1492036.9886171184,6898784.538622951
7887,4,100.0,1.0,1.0,4.0,39.0,POINT (1492534.228788074 6900290.037604491),1492534.2287880739,6900290.037604491
7888,4,93.0,2.0,1.0,4.0,97.0,POINT (1491798.173666667 6899822.901075576),1491798.173666667,6899822.901075576
7889,2,91.0,1.0,1.0,1.0,35.0,POINT (1493028.245085595 6898769.341101923),1493028.245085595,6898769.341101923
7890,2,100.0,1.0,1.0,1.0,34.0,POINT (1492637.789904044 6899621.536503164),1492637.7899040438,6899621.536503164
7891,1,90.0,1.0,1.0,1.0,30.0,POINT (1493054.161830081 6900719.904713992),1493054.1618300811,6900719.904713992
7892,2,90.0,1.0,1.0,1.0,30.0,POINT (1492989.720613636 6898724.472179761),1492989.7206136356,6898724.472179761
7894,4,99.0,1.0,1.0,2.0,70.0,POINT (1492164.450421705 6900726.96137624),1492164.4504217051,6900726.96137624
7895,2,100.0,1.0,1.0,1.0,25.0,POINT (1492734.680202662 6898767.137533405),1492734.680202662,6898767.137533405
7896,2,100.0,1.0,1.0,1.0,35.0,POINT (1491784.98741264 6900777.14536847),1491784.9874126397,6900777.14536847
7897,2,94.0,1.0,1.0,1.0,50.0,POINT (1492896.623483234 6899610.992774041),1492896.6234832336,6899610.992774041
